"Date","Price","Open","High","Low","Vol.","Change %"
"01/21/2022","47,800.0","47,500.0","47,800.0","47,500.0","0.60K","0.21%"
"01/20/2022","47,700.0","48,400.0","48,400.0","47,000.0","2.90K","1.06%"
"01/19/2022","47,200.0","47,000.0","47,500.0","47,000.0","4.90K","0.00%"
"01/18/2022","47,200.0","47,200.0","47,200.0","46,700.0","1.50K","0.00%"
"01/17/2022","47,200.0","47,500.0","47,500.0","47,000.0","5.80K","-0.63%"
"01/14/2022","47,500.0","48,000.0","48,100.0","47,500.0","2.20K","-1.86%"
"01/13/2022","48,400.0","48,500.0","48,500.0","46,500.0","1.30K","2.98%"
"01/12/2022","47,000.0","48,500.0","48,500.0","46,500.0","4.20K","-3.09%"
"01/11/2022","48,500.0","48,500.0","48,800.0","47,500.0","8.90K","0.00%"
"01/10/2022","48,500.0","47,800.0","48,700.0","47,800.0","0.50K","1.46%"
"01/07/2022","47,800.0","48,000.0","48,000.0","46,000.0","6.10K","-0.42%"
"01/06/2022","48,000.0","48,450.0","49,450.0","47,700.0","11.80K","-3.71%"
"01/05/2022","49,850.0","49,900.0","49,900.0","48,500.0","1.30K","-0.10%"
"01/04/2022","49,900.0","48,250.0","50,200.0","48,250.0","3.10K","-1.77%"
"12/31/2021","50,800.0","51,800.0","51,800.0","49,050.0","7.50K","-1.93%"
"12/30/2021","51,800.0","49,500.0","52,000.0","47,700.0","17.70K","3.81%"
"12/29/2021","49,900.0","48,400.0","51,400.0","48,050.0","9.80K","2.89%"
"12/28/2021","48,500.0","46,900.0","48,500.0","46,900.0","2.60K","2.97%"
"12/27/2021","47,100.0","45,356.0","47,100.0","45,356.0","16.80K","0.00%"
"12/24/2021","47,100.0","45,065.0","47,100.0","45,065.0","4.70K","2.32%"
"12/23/2021","46,034.0","45,840.0","46,131.0","43,611.0","6.60K","-0.42%"
"12/22/2021","46,228.0","46,664.0","46,664.0","46,131.0","4.00K","-0.63%"
"12/21/2021","46,519.0","45,743.0","46,519.0","45,743.0","3.50K","0.42%"
"12/20/2021","46,325.0","46,373.0","46,373.0","45,549.0","7.20K","0.00%"
"12/17/2021","46,325.0","45,937.0","46,325.0","45,549.0","0.60K","0.63%"
"12/16/2021","46,034.0","45,646.0","46,519.0","45,549.0","3.90K","-0.94%"
"12/15/2021","46,470.0","45,549.0","46,470.0","45,549.0","4.50K","-0.11%"
"12/14/2021","46,519.0","46,131.0","47,197.0","46,034.0","14.30K","-1.03%"
"12/13/2021","47,003.0","45,743.0","47,197.0","45,452.0","6.50K","-0.41%"
"12/10/2021","47,197.0","45,452.0","47,197.0","45,162.0","1.10K","-0.31%"
"12/09/2021","47,342.0","46,567.0","47,439.0","46,131.0","6.30K","1.77%"
"12/08/2021","46,519.0","45,937.0","46,519.0","45,065.0","2.50K","1.27%"
"12/07/2021","45,937.0","43,127.0","47,391.0","43,127.0","2.40K","1.93%"
"12/06/2021","45,065.0","47,488.0","47,488.0","44,580.0","9.80K","-0.64%"
"12/03/2021","45,356.0","47,100.0","47,100.0","45,356.0","4.30K","-3.90%"
"12/02/2021","47,197.0","46,228.0","47,391.0","46,228.0","0.70K","-1.02%"
"12/01/2021","47,681.0","47,875.0","47,875.0","46,131.0","9.20K","-1.60%"
"11/30/2021","48,457.0","45,743.0","48,457.0","45,743.0","91.70K","2.04%"
"11/29/2021","47,488.0","45,549.0","48,457.0","44,968.0","15.40K","3.81%"
"11/26/2021","45,743.0","46,082.0","48,069.0","45,356.0","33.20K","-5.41%"
"11/25/2021","48,360.0","48,844.0","48,844.0","46,034.0","3.80K","-1.19%"
"11/24/2021","48,941.0","46,519.0","49,717.0","44,774.0","64.30K","5.21%"
"11/23/2021","46,519.0","46,519.0","46,519.0","45,259.0","17.90K","2.90%"
"11/22/2021","45,210.0","44,193.0","47,197.0","44,193.0","23.60K","2.41%"
"11/19/2021","44,144.0","44,580.0","44,580.0","44,096.0","58.90K","-0.55%"
"11/18/2021","44,386.0","44,774.0","45,356.0","44,386.0","29.10K","-0.76%"
"11/17/2021","44,726.0","44,386.0","44,726.0","44,386.0","35.40K","0.33%"
"11/16/2021","44,580.0","44,823.0","44,823.0","44,532.0","15.50K","-0.33%"
"11/15/2021","44,726.0","44,968.0","44,968.0","44,386.0","56.50K","1.21%"
"11/12/2021","44,193.0","44,580.0","44,580.0","44,096.0","27.00K","-0.54%"
"11/11/2021","44,435.0","44,290.0","44,580.0","44,241.0","36.10K","0.11%"
"11/10/2021","44,386.0","44,580.0","44,580.0","44,290.0","37.90K","-0.44%"
"11/09/2021","44,580.0","44,580.0","44,629.0","44,386.0","26.70K","0.22%"
"11/08/2021","44,483.0","44,435.0","44,774.0","44,386.0","48.30K","0.88%"
"11/05/2021","44,096.0","43,708.0","44,386.0","43,708.0","5.50K","-1.09%"
"11/04/2021","44,580.0","44,968.0","44,968.0","44,386.0","4.40K","0.77%"
"11/03/2021","44,241.0","44,483.0","44,580.0","43,708.0","35.90K","1.22%"
"11/02/2021","43,708.0","43,611.0","43,708.0","43,417.0","13.40K","0.00%"
"11/01/2021","43,708.0","44,096.0","44,096.0","43,611.0","24.60K","-0.44%"
"10/29/2021","43,902.0","44,386.0","44,386.0","43,611.0","25.20K","-1.09%"
"10/28/2021","44,386.0","44,193.0","44,386.0","44,096.0","3.50K","0.44%"
"10/27/2021","44,193.0","44,290.0","44,290.0","43,805.0","22.60K","-0.22%"
"10/26/2021","44,290.0","44,580.0","44,580.0","44,096.0","10.30K","-0.22%"
"10/25/2021","44,386.0","44,774.0","44,774.0","44,096.0","6.60K","-0.87%"
"10/22/2021","44,774.0","44,677.0","44,774.0","44,580.0","12.70K","0.22%"
"10/21/2021","44,677.0","45,065.0","45,259.0","44,580.0","13.20K","-1.50%"
"10/20/2021","45,356.0","45,501.0","45,501.0","45,065.0","4.40K","0.00%"
"10/19/2021","45,356.0","45,404.0","45,404.0","45,065.0","2.60K","0.00%"
"10/18/2021","45,356.0","44,629.0","45,743.0","44,580.0","12.20K","1.74%"
"10/15/2021","44,580.0","44,580.0","44,774.0","44,096.0","8.50K","1.10%"
"10/14/2021","44,096.0","44,774.0","44,774.0","43,756.0","6.00K","0.66%"
"10/13/2021","43,805.0","44,241.0","44,290.0","43,611.0","13.70K","-0.99%"
"10/12/2021","44,241.0","45,356.0","45,356.0","43,805.0","14.00K","-2.87%"
"10/11/2021","45,549.0","42,836.0","45,549.0","42,545.0","29.10K","6.82%"
"10/08/2021","42,642.0","42,642.0","42,642.0","42,157.0","7.80K","0.00%"
"10/07/2021","42,642.0","42,836.0","42,933.0","42,642.0","17.40K","0.34%"
"10/06/2021","42,497.0","42,254.0","42,497.0","42,254.0","6.50K","0.58%"
"10/05/2021","42,254.0","42,061.0","42,642.0","42,061.0","17.80K","0.58%"
"10/04/2021","42,012.0","42,739.0","42,836.0","41,915.0","32.30K","-1.03%"
"10/01/2021","42,448.0","42,836.0","42,836.0","42,448.0","14.70K","-0.45%"
"09/30/2021","42,642.0","43,030.0","43,127.0","42,642.0","13.30K","-0.90%"
"09/29/2021","43,030.0","42,642.0","43,030.0","42,206.0","21.50K","0.91%"
"09/28/2021","42,642.0","42,642.0","42,642.0","42,206.0","16.40K","0.00%"
"09/27/2021","42,642.0","43,223.0","43,223.0","42,642.0","25.80K","-1.34%"
"09/24/2021","43,223.0","43,514.0","43,514.0","42,642.0","9.40K","-0.78%"
"09/23/2021","43,563.0","42,933.0","43,563.0","42,933.0","9.70K","0.00%"
"09/22/2021","43,563.0","43,514.0","43,563.0","43,127.0","27.70K","0.22%"
"09/21/2021","43,466.0","42,642.0","43,563.0","42,642.0","27.30K","-0.11%"
"09/20/2021","43,514.0","43,514.0","43,999.0","43,223.0","62.10K","1.12%"
"09/17/2021","43,030.0","42,254.0","43,127.0","42,254.0","118.30K","1.84%"
"09/16/2021","42,254.0","42,351.0","42,933.0","42,206.0","191.20K","-0.34%"
"09/15/2021","42,400.0","42,157.0","42,448.0","41,770.0","28.10K","0.58%"
"09/14/2021","42,157.0","42,642.0","42,690.0","42,157.0","42.80K","-1.14%"
"09/13/2021","42,642.0","41,673.0","42,836.0","41,576.0","150.90K","2.56%"
"09/10/2021","41,576.0","41,624.0","41,624.0","41,431.0","51.20K","0.23%"
"09/09/2021","41,479.0","40,704.0","41,673.0","40,704.0","32.20K","1.78%"
"09/08/2021","40,752.0","40,655.0","40,752.0","40,655.0","4.60K","0.00%"
"09/07/2021","40,752.0","40,268.0","41,188.0","40,268.0","18.00K","0.12%"
"09/06/2021","40,704.0","39,977.0","40,704.0","39,977.0","9.60K","1.21%"
"09/01/2021","40,219.0","39,831.0","40,219.0","39,831.0","7.10K","0.00%"
"08/31/2021","40,219.0","39,783.0","40,219.0","39,735.0","16.70K","1.47%"
"08/30/2021","39,638.0","39,735.0","40,219.0","39,638.0","9.20K","-0.24%"
"08/27/2021","39,735.0","39,783.0","39,783.0","39,638.0","6.80K","0.00%"
"08/26/2021","39,735.0","39,638.0","39,831.0","39,638.0","5.10K","0.00%"
"08/25/2021","39,735.0","39,541.0","39,735.0","39,541.0","6.10K","0.00%"
"08/24/2021","39,735.0","39,735.0","39,735.0","39,298.0","3.70K","0.00%"
"08/23/2021","39,735.0","39,831.0","39,831.0","39,541.0","17.40K","-0.24%"
"08/20/2021","39,831.0","40,510.0","40,510.0","39,831.0","17.30K","-2.14%"
"08/19/2021","40,704.0","40,558.0","40,704.0","40,558.0","8.00K","0.48%"
"08/18/2021","40,510.0","40,704.0","40,752.0","40,510.0","2.40K","-0.48%"
"08/17/2021","40,704.0","40,510.0","40,704.0","40,268.0","6.20K","0.00%"
"08/16/2021","40,704.0","40,607.0","40,704.0","40,219.0","13.00K","0.24%"
"08/13/2021","40,607.0","40,413.0","40,849.0","40,413.0","9.80K","-0.59%"
"08/12/2021","40,849.0","41,091.0","41,091.0","40,801.0","9.20K","-0.59%"
"08/11/2021","41,091.0","40,898.0","41,285.0","40,898.0","3.90K","0.59%"
"08/10/2021","40,849.0","41,382.0","41,673.0","40,849.0","13.60K","0.00%"
"08/09/2021","40,849.0","40,219.0","40,994.0","40,219.0","18.60K","0.84%"
"08/06/2021","40,510.0","40,219.0","40,510.0","40,122.0","8.60K","0.72%"
"08/05/2021","40,219.0","40,219.0","40,268.0","40,219.0","4.40K","0.00%"
"08/04/2021","40,219.0","40,510.0","40,510.0","40,219.0","5.10K","-0.72%"
"08/03/2021","40,510.0","40,025.0","40,510.0","39,831.0","16.70K","0.48%"
"08/02/2021","40,316.0","40,025.0","40,316.0","40,025.0","9.70K","0.97%"
"07/30/2021","39,928.0","39,735.0","40,219.0","39,541.0","9.90K","0.49%"
"07/29/2021","39,735.0","39,735.0","39,735.0","39,250.0","6.10K","0.00%"
"07/28/2021","39,735.0","39,638.0","39,735.0","39,638.0","4.90K","0.00%"
"07/27/2021","39,735.0","39,638.0","39,735.0","39,638.0","2.40K","0.24%"
"07/26/2021","39,638.0","39,541.0","39,638.0","39,347.0","9.70K","0.00%"
"07/23/2021","39,638.0","39,541.0","39,735.0","39,541.0","9.10K","0.49%"
"07/22/2021","39,444.0","39,008.0","39,735.0","39,008.0","6.70K","0.99%"
"07/21/2021","39,056.0","38,862.0","39,589.0","38,862.0","3.30K","0.00%"
"07/20/2021","39,056.0","39,153.0","39,153.0","38,765.0","13.20K","-1.47%"
"07/19/2021","39,638.0","38,765.0","39,735.0","38,765.0","5.10K","1.49%"
"07/16/2021","39,056.0","38,281.0","39,250.0","38,281.0","8.80K","-0.49%"
"07/15/2021","39,250.0","40,413.0","40,413.0","39,153.0","17.00K","0.25%"
"07/14/2021","39,153.0","39,735.0","39,735.0","38,959.0","8.50K","0.00%"
"07/13/2021","39,153.0","39,735.0","39,735.0","39,153.0","18.80K","-2.65%"
"07/12/2021","40,219.0","39,831.0","40,268.0","38,862.0","22.90K","-0.36%"
"07/09/2021","40,365.0","40,219.0","40,801.0","40,219.0","16.00K","-0.83%"
"07/08/2021","40,704.0","40,704.0","40,704.0","40,413.0","5.00K","0.00%"
"07/07/2021","40,704.0","40,801.0","40,801.0","40,413.0","3.30K","-0.24%"
"07/06/2021","40,801.0","40,704.0","41,624.0","40,655.0","13.10K","0.36%"
"07/05/2021","40,655.0","41,673.0","41,673.0","40,558.0","8.30K","-0.12%"
"07/02/2021","40,704.0","40,655.0","40,898.0","40,413.0","22.10K","0.48%"
"07/01/2021","40,510.0","40,316.0","40,704.0","40,316.0","13.30K","0.00%"
